DOMAIN	ACCESSION	Apophysomyces_elegans_B7760	Apophysomyces_ossiformis__NRRL_A-21654	Apophysomyces_sp___BC1015	Apophysomyces_sp___BC1021	Apophysomyces_sp___BC1034	Apophysomyces_trapeziformis_B9324	Apophysomyces_variabilis__NCCPF_102052	Saksenaea_oblongisporus_B3353	Saksenaea_vasiformis_B4078
Tim54	PF11711.8	1	1	1	1	1	1	1	1	1
CMS1	PF14617.6	1	1	1	1	1	1	1	1	1
Iwr1	PF08574.10	1	1	1	1	1	1	1	1	1
UMP1	PF05348.11	1	1	1	1	1	1	1	1	1
Zw10	PF06248.13	1	1	1	1	1	1	1	1	1
PEX-1N	PF09262.11	1	1	1	1	1	1	1	1	1
Calcipressin	PF04847.12	1	1	1	1	1	1	1	1	1
Glyoxal_oxid_N	PF07250.11	1	1	1	1	1	1	1	1	1
SYF2	PF08231.12	1	1	1	1	1	1	1	1	1
HisG_C	PF08029.11	1	1	1	1	1	1	1	1	1
DUF5110	PF17137.4	1	1	1	1	1	1	1	1	1
NifU	PF01106.17	1	1	1	1	1	1	1	1	1
TFIID-31kDa	PF02291.15	1	1	1	1	1	1	1	1	1
ERp29	PF07749.12	1	1	1	1	1	1	1	1	1
Ndc1_Nup	PF09531.10	1	1	1	1	1	1	1	1	1
DUF1358	PF07096.11	1	1	1	1	1	1	1	1	1
DUF2347	PF09804.9	1	1	1	1	1	1	1	1	1
STT3	PF02516.14	1	1	1	1	1	1	1	1	1
P5-ATPase	PF12409.8	1	1	1	1	1	1	1	1	1
Sec62	PF03839.16	1	1	1	1	1	1	1	1	1
Bystin	PF05291.11	1	1	1	1	1	1	1	1	1
Spt5_N	PF11942.8	1	1	1	1	1	1	1	1	1
SAGA-Tad1	PF12767.7	1	1	1	1	1	1	1	1	1
GLE1	PF07817.13	1	1	1	1	1	1	1	1	1
DAHP_synth_2	PF01474.16	1	1	1	1	1	1	1	1	1
AAA_lid_5	PF17865.1	1	1	1	1	1	1	1	1	1
DUF4460	PF14687.6	1	1	1	1	1	1	1	1	1
EF-1_beta_acid	PF10587.9	1	1	1	1	1	1	1	1	1
HBB	PF06777.11	1	1	1	1	1	1	1	1	1
Sof1	PF04158.14	1	1	1	1	1	1	1	1	1
DUF3385	PF11865.8	1	1	1	1	1	1	1	1	1
eIF-3c_N	PF05470.12	1	1	1	1	1	1	1	1	1
DUF4449	PF14613.6	1	1	1	1	1	1	1	1	1
NuA4	PF09340.10	1	2	1	1	1	1	2	0	0
ATP-synt_F	PF01990.17	1	1	1	1	1	1	1	1	1
DUF5427	PF10310.9	1	1	1	1	1	1	1	1	1
Fer2_3	PF13085.6	1	0	1	1	2	1	1	1	1
Exo84_C	PF16528.5	1	1	1	1	1	1	1	1	1
BCIP	PF13862.6	1	1	1	1	1	1	1	1	1
CPL	PF08144.11	1	1	1	1	1	1	1	1	1
Cupin_4	PF08007.12	1	1	1	1	2	1	1	1	0
Prp31_C	PF09785.9	1	1	1	1	1	1	1	1	1
Peptidase_M36	PF02128.15	1	1	1	1	1	1	1	1	1
GNAT_acetyltr_2	PF13718.6	1	1	1	1	1	1	1	1	1
Thioredoxin_15	PF18403.1	1	1	1	1	1	1	1	1	1
dsDNA_bind	PF01984.20	1	1	1	1	1	1	1	1	1
Rrp40_N	PF18311.1	1	1	1	1	1	1	1	1	1
EMC3_TMCO1	PF01956.16	1	1	1	1	1	1	1	1	1
eIF2_C	PF09173.11	1	1	1	1	1	1	1	1	1
NDUFB10	PF10249.9	1	1	1	1	1	1	1	1	1
RNA_pol_Rpb5_C	PF01191.19	1	1	1	1	1	1	1	1	1
Ribosomal_L39	PF00832.20	2	0	0	2	1	1	1	1	1
Bud13	PF09736.9	1	1	1	1	1	1	1	1	1
Ribophorin_I	PF04597.14	1	1	1	1	1	1	1	1	1
Mago_nashi	PF02792.14	1	1	1	1	1	1	1	1	1
NUDE_C	PF04880.13	1	1	1	1	1	1	1	1	1
M16C_assoc	PF08367.11	1	1	1	1	1	1	1	1	1
Glyco_hydro_35	PF01301.19	1	1	1	1	1	1	1	1	1
NuiA	PF07924.11	1	1	1	1	1	1	1	1	1
FANCI_S2	PF14676.6	1	1	1	1	1	1	1	1	1
MBF1	PF08523.10	1	1	1	1	1	1	1	1	1
Phage_sheath_1	PF04984.14	0	0	4	0	5	0	0	0	0
AAA_9	PF12781.7	1	1	1	1	1	1	1	1	1
MRC1	PF09444.10	1	1	1	1	1	1	1	1	1
BRF1	PF07741.13	1	1	1	1	1	1	1	1	1
MR_MLE_N	PF02746.16	1	1	1	1	1	1	1	1	1
Translin	PF01997.16	2	1	1	1	1	2	1	0	0
DUF1681	PF07933.14	1	1	1	1	1	1	1	1	1
Gb3_synth	PF04572.12	1	1	1	1	1	1	1	1	1
RED_C	PF07807.11	1	1	1	1	1	1	1	1	1
V-SNARE	PF05008.15	1	1	1	1	1	1	1	1	1
OSR1_C	PF12202.8	1	1	1	1	1	1	1	1	1
DDOST_48kD	PF03345.14	1	1	1	1	1	1	1	1	1
Rio2_N	PF09202.11	1	1	1	1	1	1	1	1	1
BCAS3	PF12490.8	1	1	1	1	1	1	1	1	1
Utp13	PF08625.11	1	1	1	1	1	1	1	1	1
DUF3474	PF11960.8	1	1	1	1	1	1	1	1	1
Linker_histone	PF00538.19	1	1	1	1	1	1	1	1	1
RelA_SpoT	PF04607.17	1	1	2	0	2	1	1	0	1
Rad54_N	PF08658.10	1	1	1	1	1	1	1	1	1
PTS_2-RNA	PF01885.16	1	1	1	1	1	1	1	1	1
NOG1	PF06858.14	1	1	1	1	1	1	1	1	1
Rad21_Rec8	PF04824.16	1	1	1	1	1	1	1	1	1
ATP-synt_G	PF04718.15	1	1	1	1	1	1	1	1	1
Inv-AAD	PF18785.1	1	1	1	1	1	1	1	1	1
DUF5600	PF18150.1	1	1	1	1	1	1	1	1	1
N_methyl	PF07963.12	0	0	4	0	5	0	0	0	0
Helicase_C_3	PF13625.6	1	1	1	1	1	1	1	1	1
Mit_ribos_Mrp51	PF11709.8	1	1	1	1	1	1	1	1	1
eIF-3_zeta	PF05091.12	1	1	1	1	1	1	1	1	1
DHO_dh	PF01180.21	1	0	1	1	2	1	1	1	1
FANCI_HD2	PF14680.6	1	1	1	1	1	1	1	1	1
cwf21	PF08312.12	1	1	1	1	1	1	1	1	1
Fer4_NifH	PF00142.18	1	1	2	0	2	1	1	0	1
UTP25	PF06862.12	1	1	1	1	1	1	1	1	1
DUF383	PF04063.14	1	1	1	1	1	1	1	1	1
FRB_dom	PF08771.11	1	1	1	1	1	1	1	1	1
E1_4HB	PF16191.5	1	1	1	1	1	1	1	1	1
Chalcone_2	PF16035.5	1	1	1	1	1	1	1	1	1
SEP	PF08059.13	1	1	1	1	1	1	1	1	1
SRP40_C	PF05022.12	1	1	1	1	1	1	1	1	1
DUF1768	PF08719.11	1	1	1	1	1	1	1	1	1
Cu_amine_oxidN3	PF02728.16	1	1	1	1	1	1	1	1	1
EFTUD2	PF16004.5	1	1	1	1	1	1	1	1	1
DUF384	PF04064.13	1	1	1	1	1	1	1	1	1
Med1	PF10744.9	1	1	1	1	1	1	1	1	1
ACC_central	PF08326.12	1	1	1	1	1	1	1	1	1
NGP1NT	PF08153.12	1	1	1	1	1	1	1	1	1
BCAS2	PF05700.11	1	1	1	1	1	1	1	1	1
Cu_amine_oxid	PF01179.20	1	1	1	1	1	1	1	1	1
PRMT5_C	PF17286.2	1	1	1	1	1	1	1	1	1
ERO1	PF04137.15	1	1	1	1	1	1	1	1	1
MAT1	PF06391.13	1	1	1	1	1	1	1	1	1
Nop16	PF09420.10	1	1	1	1	1	1	1	1	1
NMT_C	PF02799.15	1	1	1	1	1	1	1	1	1
Peptidase_M50B	PF13398.6	1	1	1	1	1	1	1	1	1
Med12	PF09497.10	1	1	1	1	1	1	1	1	1
PheRS_DBD3	PF18553.1	1	1	1	1	1	1	1	1	1
DMAP1	PF05499.12	1	1	1	1	1	1	1	1	1
Alpha_adaptin_C	PF02296.16	1	1	1	1	1	1	1	1	1
SAT	PF16073.5	1	1	1	1	1	1	1	1	1
Myosin_N	PF02736.19	1	1	1	1	1	1	1	1	1
AIM24	PF01987.17	1	1	1	1	1	1	1	1	1
Dak1	PF02733.17	1	1	1	1	1	1	1	1	1
PIG-U	PF06728.13	2	1	0	0	0	2	0	3	1
TAF4	PF05236.14	1	1	1	1	1	1	1	1	1
RNA_pol_Rpc4	PF05132.14	1	1	1	1	1	1	1	1	1
N1221	PF07923.13	2	1	1	1	1	1	0	1	1
MRP-L28	PF09812.9	1	1	1	1	1	1	1	1	1
WH2	PF02205.20	1	1	1	1	1	1	1	1	1
ProRS-C_1	PF09180.11	1	1	1	1	1	1	1	1	1
MDM31_MDM32	PF08118.11	1	1	1	1	1	1	1	1	1
STAG	PF08514.11	1	1	1	1	1	1	1	1	1
Glyco_hydro_63	PF03200.16	1	1	1	1	1	1	1	1	1
CIAPIN1	PF05093.13	1	1	1	1	1	1	1	1	1
RRP36	PF06102.12	1	1	1	1	1	1	1	1	1
BLM10_mid	PF16507.5	1	1	1	1	1	1	1	1	1
RNA_POL_M_15KD	PF02150.16	1	0	1	1	2	1	0	2	1
5_nucleotid_C	PF02872.18	1	1	1	1	1	1	1	1	1
GalKase_gal_bdg	PF10509.9	1	1	1	1	1	1	1	1	1
SASA	PF03629.18	1	1	1	1	1	1	1	1	1
Scramblase	PF03803.15	1	1	1	1	1	1	1	1	1
TENA_THI-4	PF03070.16	1	1	1	1	1	1	1	1	1
B-block_TFIIIC	PF04182.12	0	1	2	2	1	0	0	1	2
RraA-like	PF03737.15	1	1	1	1	1	1	1	1	1
Dynein_light	PF01221.18	1	1	1	1	1	1	1	1	1
HAD_SAK_1	PF10307.9	1	1	1	1	1	1	1	1	1
Spc7	PF08317.11	1	1	1	1	1	1	1	1	1
NUP214	PF16755.5	1	1	1	1	1	1	1	1	1
Topoisom_I	PF01028.20	1	1	1	1	1	1	1	1	1
E1_FCCH	PF16190.5	1	1	1	1	1	1	1	1	1
HD_4	PF13328.6	1	1	2	0	2	1	1	0	1
PYC_OADA	PF02436.18	1	1	1	1	1	1	1	1	1
Vps16_C	PF04840.12	1	1	1	1	1	1	1	1	1
RRM_Rrp7	PF17799.1	1	1	1	1	1	1	1	1	1
DNA_pol_alpha_N	PF12254.8	1	1	1	1	1	1	1	1	1
B12-binding_2	PF02607.17	1	1	1	1	1	1	1	1	1
Tfb2_C	PF18307.1	1	1	1	1	1	1	1	1	1
NDUF_B8	PF05821.11	1	1	1	1	1	1	1	1	1
Put_Phosphatase	PF06888.12	1	1	1	1	1	1	1	1	1
MT	PF12777.7	1	1	1	1	1	1	1	1	1
DUF647	PF04884.14	1	1	1	1	1	1	1	1	1
Mre11_DNA_bind	PF04152.14	1	1	1	1	1	1	1	1	1
Hydantoinase_B	PF02538.14	1	1	1	1	1	1	1	1	1
Methyltransf_3	PF01596.17	1	1	1	1	1	1	1	1	1
COG4	PF08318.12	1	1	1	1	1	1	1	1	1
UPF0113	PF03657.13	1	1	1	1	1	1	1	1	1
Vps54	PF07928.12	1	1	1	1	1	1	1	1	1
CWC25	PF12542.8	1	1	1	1	1	1	1	1	1
COPI_C	PF06957.11	1	1	1	1	1	1	1	1	1
POB3_N	PF17292.2	1	1	1	1	1	1	1	1	1
OGG_N	PF07934.12	1	1	1	1	1	1	1	1	1
CAF1A	PF12253.8	1	1	1	1	1	1	1	1	1
DDE_1	PF03184.19	3	1	0	0	0	3	0	1	1
Vps52	PF04129.12	1	1	1	1	1	1	1	1	1
SURF6	PF04935.12	1	1	1	1	1	1	1	1	1
bVLRF1	PF18826.1	1	1	1	1	1	1	1	1	1
Dynein_AAA_lid	PF17852.1	1	1	1	1	1	1	1	1	1
SGS	PF05002.15	1	1	1	1	1	1	1	1	1
TFIIE_beta	PF02186.15	1	1	1	1	1	1	1	1	1
DASH_Ask1	PF08655.10	1	1	1	1	1	1	1	1	1
Striatin	PF08232.12	1	1	1	1	1	1	1	1	1
RPA43_OB	PF17875.1	1	1	1	1	1	1	1	1	1
Mur_ligase_C	PF02875.21	0	0	4	0	5	0	0	0	0
GalP_UDP_transf	PF01087.22	1	1	1	1	1	1	1	1	1
DUF2405	PF10293.9	1	1	1	1	1	1	1	1	1
Dynamitin	PF04912.14	1	1	1	1	1	1	1	1	1
LsmAD	PF06741.13	1	1	1	1	1	1	1	1	1
DUF2462	PF09495.10	1	1	1	1	1	1	1	1	1
BP28CT	PF08146.12	1	1	1	1	1	1	1	1	1
DUF2015	PF09435.10	1	1	1	1	1	1	1	1	1
Pyrid_ox_like	PF16242.5	1	1	1	1	1	1	1	1	1
Pre-SET	PF05033.16	1	1	1	1	1	1	1	1	1
SRP19	PF01922.17	1	1	1	1	1	1	1	1	1
Vma12	PF11712.8	1	1	1	1	1	1	1	1	1
TRM13	PF05206.14	1	1	1	1	1	1	1	1	1
CPSF100_C	PF13299.6	1	1	1	1	1	1	1	1	1
FTP	PF07504.13	1	1	1	1	1	1	1	1	1
ORC5_C	PF14630.6	1	1	1	1	1	1	1	1	1
Tom22	PF04281.13	1	1	1	1	1	1	1	1	1
PCNA_N	PF00705.18	1	1	1	1	1	1	1	1	1
DKCLD	PF08068.12	1	1	1	1	1	1	1	1	1
Fis1_TPR_C	PF14853.6	1	1	1	1	1	1	1	1	1
PMI_typeI	PF01238.21	1	1	1	1	1	1	1	1	1
ACT_6	PF13740.6	1	1	1	1	1	1	1	1	1
DUF4210	PF13915.6	1	1	1	1	1	1	1	1	1
QCR10	PF09796.9	1	1	1	1	1	1	1	1	1
NMD3	PF04981.13	1	1	1	1	1	1	1	1	1
MDD_C	PF18376.1	1	1	1	1	1	1	1	1	1
DUF1981	PF09324.10	1	1	1	1	1	1	1	1	1
AMMECR1	PF01871.17	1	1	1	1	1	1	1	1	1
UcrQ	PF02939.16	1	1	1	1	1	1	1	1	1
DAD	PF02109.16	1	1	1	1	1	1	0	2	1
ATP-synt_Eps	PF04627.13	1	1	1	1	1	1	1	1	1
ALO	PF04030.14	1	1	1	1	1	1	1	1	1
ESSS	PF10183.9	1	1	1	1	1	1	1	1	1
DUF2428	PF10350.9	1	1	1	1	1	1	1	1	1
APG6_N	PF17675.1	1	1	1	1	1	1	1	1	1
P34-Arc	PF04045.14	1	1	1	1	1	1	1	1	1
BING4CT	PF08149.11	1	1	1	1	1	1	1	1	1
Mss4	PF04421.13	1	1	1	1	1	1	1	1	1
Pan3_PK	PF18101.1	1	1	1	1	1	1	1	1	1
Dynactin_p22	PF07426.11	1	1	1	1	1	1	1	1	1
ATP-synt_10	PF05176.14	1	1	1	1	1	1	1	1	1
GLTSCR1	PF15249.6	1	1	1	1	1	1	1	1	1
Nrap_D3	PF17404.2	1	1	1	1	1	1	1	1	1
UCR_14kD	PF02271.16	1	1	1	1	1	1	1	1	1
DUF4208	PF13907.6	1	1	1	1	1	1	1	1	1
Utp11	PF03998.13	1	1	1	1	1	1	1	1	1
ATG16	PF08614.11	1	1	1	1	1	1	1	1	1
DUF1726	PF08351.11	1	1	1	1	1	1	1	1	1
DUF4078	PF13300.6	1	1	1	1	1	1	1	1	1
Tfb2	PF03849.14	1	1	1	1	1	1	1	1	1
eIF-6	PF01912.18	1	1	1	1	1	1	1	1	1
IPP-2	PF04979.14	1	1	1	1	1	1	1	1	1
Sin_N	PF04801.13	1	1	1	1	1	1	1	1	1
DUF92	PF01940.16	1	1	1	1	1	1	0	3	0
YqgF	PF14639.6	1	1	1	1	1	1	1	1	1
RNF220	PF15926.5	1	1	1	1	1	1	1	1	1
Nop53	PF07767.11	1	1	1	1	1	1	1	1	1
DNA_repr_REX1B	PF14966.6	1	1	1	1	1	1	1	1	1
Mitoc_mL59	PF18126.1	1	1	1	1	1	1	1	1	1
Nse4_C	PF08743.10	1	1	1	1	1	1	1	1	1
Dna2	PF08696.11	1	1	1	1	1	1	1	1	1
Mt_ATP-synt_D	PF05873.12	1	1	1	1	1	1	1	1	1
TniB	PF05621.11	1	1	1	1	1	0	1	1	2
Topo_C_assoc	PF14370.6	1	1	1	1	1	1	1	1	1
Glyco_H_20C_C	PF18088.1	1	1	1	1	1	1	1	1	1
RRP7	PF12923.7	1	1	1	1	1	1	1	1	1
HlyD_D23	PF16576.5	0	0	4	0	5	0	0	0	0
zf-Mss51	PF13824.6	1	1	1	1	1	1	1	1	1
L31	PF09784.9	1	1	1	1	1	1	1	1	1
RPN1_RPN2_N	PF17781.1	1	1	1	1	1	1	1	1	1
DUF1772	PF08592.11	2	2	1	1	0	1	0	1	1
Ran-binding	PF05508.11	1	1	1	1	1	1	1	1	1
MIOX	PF05153.15	1	1	1	1	1	1	1	1	1
DUF4436	PF14494.6	1	1	1	1	1	1	1	1	1
RICTOR_M	PF14666.6	1	1	1	1	1	1	1	1	1
TPR_MLP1_2	PF07926.12	1	1	1	1	1	1	1	1	1
CASP_C	PF08172.12	1	1	1	1	1	1	1	1	1
Fmp27_SW	PF10305.9	1	1	1	1	1	1	1	1	1
PRKCSH_1	PF13015.6	1	1	1	1	1	1	1	1	1
Lactonase	PF10282.9	1	1	1	1	1	1	1	1	1
PCNA_C	PF02747.15	1	1	1	1	1	1	1	1	1
Utp14	PF04615.13	1	1	1	1	1	1	1	1	1
Clp1	PF06807.14	1	1	1	1	1	1	1	1	1
Importin_rep_4	PF18808.1	1	1	1	1	1	1	1	1	1
TOPRIM_C	PF16898.5	1	1	1	1	1	1	1	1	1
TFIID_NTD2	PF04494.15	1	1	1	1	1	1	1	1	1
NUDIX-like	PF09296.11	1	1	1	1	1	1	1	1	1
U3_assoc_6	PF08640.11	1	1	1	1	1	1	1	1	1
DUF1279	PF06916.13	1	1	1	1	1	1	1	1	1
EHD_N	PF16880.5	1	1	1	1	1	1	1	1	1
HPP	PF04982.13	1	1	1	1	1	1	1	1	1
NT5C	PF06941.12	1	1	1	1	1	1	1	1	1
ETC_C1_NDUFA4	PF04800.12	1	1	1	1	1	1	1	1	1
DUF3453	PF11935.8	1	1	1	1	1	1	1	1	1
Kri1	PF05178.12	1	1	1	1	1	1	1	1	1
SPT6_acidic	PF14632.6	1	1	1	1	1	1	1	1	1
MCM2_N	PF12619.8	1	1	1	1	1	1	1	1	1
PhosphMutase	PF10143.9	1	1	1	1	1	1	1	1	1
Peptidase_M19	PF01244.21	1	1	1	1	1	1	1	1	1
Rsm1	PF08600.10	1	1	1	1	1	1	1	1	1
Sde2_N_Ubi	PF13019.6	1	1	1	1	1	1	1	1	1
Peptidase_C13	PF01650.18	1	1	1	1	1	1	1	1	1
TFIIF_alpha	PF05793.12	1	1	1	1	1	1	1	1	1
Foie-gras_1	PF11817.8	1	1	1	1	1	1	1	1	1
zn-ribbon_14	PF16503.5	1	1	1	1	1	1	1	1	1
SF1-HH	PF16275.5	1	1	1	1	1	1	1	1	1
Nop14	PF04147.12	1	1	1	1	1	1	1	1	1
Med5	PF08689.10	1	1	1	1	1	1	1	1	1
MIF4G_like	PF09088.11	1	1	1	1	1	1	1	1	1
E1_UFD	PF09358.10	1	1	1	1	1	1	1	1	1
DUF775	PF05603.12	1	1	1	1	1	1	1	1	1
DUF1690	PF07956.11	1	1	1	1	1	1	1	1	1
UMPH-1	PF05822.12	1	1	1	1	1	1	1	1	1
PA26	PF04636.13	1	1	1	1	1	1	1	1	1
Kri1_C	PF12936.7	1	1	1	1	1	1	1	1	1
Pam16	PF03656.13	1	1	1	1	1	1	1	1	1
Rrp15p	PF07890.12	1	1	1	1	1	1	1	1	1
Methyltr_RsmF_N	PF17125.5	1	1	1	1	1	1	1	1	1
Thioredoxin_13	PF18401.1	1	1	1	1	1	1	1	1	1
fn3_2	PF16893.5	1	1	1	1	1	1	1	1	1
PAXNEB	PF05625.11	1	1	1	1	1	1	1	1	1
SRP68	PF16969.5	1	1	1	1	1	1	1	1	1
Csm1	PF12539.8	1	1	1	1	1	1	1	1	1
TYW3	PF02676.14	1	1	1	1	1	0	2	1	1
Dcc1	PF09724.9	1	1	1	1	1	0	2	1	1
zf-CCHC_6	PF15288.6	1	1	1	1	1	1	1	1	1
EF1_GNE	PF00736.19	1	1	1	1	1	1	1	1	1
DDE_Tnp_1	PF01609.21	0	0	5	0	4	0	0	0	0
AdenylateSensor	PF16579.5	1	1	1	1	1	1	1	1	1
Methyltransf_29	PF03141.16	1	1	3	1	1	1	1	0	0
Glyco_hydro_8	PF01270.17	1	1	1	1	1	1	1	1	1
eIF3m_C_helix	PF18005.1	1	1	1	1	1	1	1	1	1
RPN6_N	PF18055.1	1	1	1	1	1	1	1	1	1
vATP-synt_E	PF01991.18	1	1	1	1	1	1	1	1	1
RNA_pol_Rbc25	PF08292.12	1	1	1	1	1	1	1	1	1
GalP_UDP_tr_C	PF02744.17	1	1	1	1	1	1	1	1	1
SPOC	PF07744.13	1	1	1	1	1	1	1	1	1
SDA1	PF05285.12	1	1	1	1	1	1	1	1	1
Ureidogly_lyase	PF04115.12	1	1	1	1	1	1	1	1	1
Glyco_hydro_81	PF03639.13	1	1	1	1	1	1	1	1	1
RICTOR_V	PF14668.6	1	1	1	1	1	1	1	1	1
P21-Arc	PF04062.14	1	1	1	1	1	1	1	1	1
DUF2039	PF10217.9	1	1	1	1	1	1	1	1	1
Rab3-GTPase_cat	PF13890.6	1	1	1	1	1	1	1	1	1
TPPII	PF12580.8	1	1	1	1	1	1	1	1	1
FAS_N	PF17828.1	1	1	1	1	1	1	1	1	1
DUF913	PF06025.12	1	1	1	1	1	1	1	1	1
AD	PF09793.9	1	1	1	1	1	1	1	1	1
SLS	PF14611.6	1	1	1	1	1	1	1	1	1
DUF3419	PF11899.8	1	1	1	1	1	1	1	1	1
Endosulfine	PF04667.17	1	1	1	1	1	1	1	1	1
FAA_hydrolase_N	PF09298.11	1	1	1	1	1	1	1	1	1
Las1	PF04031.13	1	1	1	1	1	1	1	1	1
Nrap	PF03813.14	1	1	1	1	1	1	1	1	1
WBS_methylT	PF12589.8	1	1	1	1	1	1	1	1	1
UCR_hinge	PF02320.16	1	1	1	1	1	1	1	1	1
Mhr1	PF12829.7	1	1	1	1	1	1	1	1	1
TaqI_C	PF12950.7	1	1	1	1	1	1	1	1	1
NUC194	PF08163.12	1	1	1	1	1	1	1	1	1
TFIIF_beta	PF02270.15	1	1	1	1	1	1	1	1	1
Erf4	PF10256.9	1	1	1	2	1	1	0	1	1
TM2	PF05154.16	1	1	1	1	1	1	1	1	1
Phage_sheath_1C	PF17482.2	0	0	4	0	5	0	0	0	0
BRE1	PF08647.11	1	1	1	1	1	1	1	1	1
MFAP1	PF06991.11	1	1	1	1	1	1	1	1	1
RPAP1_N	PF08621.10	1	1	1	1	1	1	1	1	1
Aha1_N	PF09229.11	1	1	1	1	1	1	1	1	1
PIH1	PF08190.12	1	1	1	1	1	1	1	1	1
RIH_assoc	PF08454.11	1	1	1	1	1	1	1	1	1
Exo70	PF03081.15	1	1	1	1	1	1	1	1	1
RRS1	PF04939.12	1	1	1	1	1	1	1	1	1
Vps26	PF03643.15	1	1	1	1	1	1	1	1	1
PRMT5_TIM	PF17285.2	1	1	1	1	1	1	1	1	1
Glyoxalase_5	PF14696.6	1	1	1	1	1	1	1	1	1
FAS_meander	PF17951.1	1	1	1	1	1	1	1	1	1
Mgm101p	PF06420.12	1	1	1	1	1	1	1	1	1
Ribosomal_L9_N	PF01281.19	1	1	1	1	1	1	1	1	1
zf-A20	PF01754.16	1	1	1	1	1	1	1	1	1
ATP11	PF06644.11	1	1	1	1	1	1	1	1	1
DIT1_PvcA	PF05141.12	1	1	1	1	1	1	1	1	1
Spt5-NGN	PF03439.13	1	1	1	1	1	1	1	1	1
Ins_P5_2-kin	PF06090.12	1	1	1	1	1	1	1	1	1
HAT_KAT11	PF08214.11	1	1	1	1	1	1	1	1	1
Coatomer_g_Cpla	PF16381.5	1	1	1	1	1	1	1	1	1
Spt4	PF06093.13	1	1	1	1	1	1	1	1	1
Peptidase_A22B	PF04258.13	1	1	1	1	1	1	1	1	1
SLT	PF01464.20	0	0	4	0	5	0	0	0	0
F1F0-ATPsyn_F	PF10791.9	1	1	1	1	1	1	1	1	1
Use1	PF09753.9	1	1	1	1	1	1	1	1	1
RBM39linker	PF15519.6	1	1	1	1	1	1	1	1	1
LCM	PF04072.14	1	1	1	1	1	1	1	1	1
Ku_PK_bind	PF08785.11	1	1	1	1	1	1	1	1	1
Nrap_D5	PF17406.2	1	1	1	1	1	1	1	1	1
MRP-L20	PF12824.7	1	1	1	1	1	1	1	1	1
ARD	PF03079.14	1	1	1	1	1	1	1	1	1
Slu7	PF11708.8	1	1	1	1	1	1	1	1	1
G10	PF01125.17	1	1	1	1	1	1	1	1	1
DUF3535	PF12054.8	1	1	1	1	1	1	1	1	1
HD_3	PF13023.6	1	1	1	1	1	1	1	1	1
DUF3844	PF12955.7	1	1	1	1	1	1	1	1	1
ATG2_CAD	PF13329.6	1	1	1	1	1	1	1	1	1
Spt20	PF12090.8	1	2	1	1	1	0	1	1	1
CRIM	PF16978.5	1	1	1	1	1	1	1	1	1
RNA_pol_Rpc34	PF05158.12	1	1	1	1	1	1	1	1	1
Syntaxin-6_N	PF09177.11	1	1	1	1	1	1	1	1	1
CAP_C	PF08603.11	1	1	1	1	1	1	1	1	1
RRM_4	PF10598.9	1	1	1	1	1	1	1	1	1
Ski2_N	PF17911.1	1	1	1	1	1	1	1	1	1
NatB_MDM20	PF09797.9	1	1	1	1	1	1	1	1	1
UME	PF08064.13	1	1	1	1	1	1	1	1	1
Ribosomal_L37	PF08561.10	1	1	1	1	1	1	1	1	1
Endonuclease_5	PF04493.14	1	1	1	1	1	1	0	2	1
Rep_fac-A_C	PF08646.10	1	2	0	0	0	1	1	2	2
Tubulin_3	PF14881.6	1	1	1	1	1	1	1	1	1
Flavin_Reduct	PF01613.18	1	1	1	1	1	1	1	1	1
GRIM-19	PF06212.12	1	1	1	1	1	1	1	1	1
DUF3455	PF11937.8	1	1	1	1	2	1	1	1	0
Ubiq_cyt_C_chap	PF03981.12	1	1	1	1	1	1	1	1	1
Plus-3	PF03126.18	1	1	1	1	1	1	1	1	1
Gcn1_N	PF12074.8	1	1	1	1	1	1	1	1	1
PhetRS_B1	PF18262.1	1	1	1	1	1	1	1	1	1
Topoisom_I_N	PF02919.15	1	1	1	1	1	1	1	1	1
SHNi-TPR	PF10516.9	1	1	1	1	1	1	1	1	1
Rft-1	PF04506.13	1	1	1	1	1	1	1	1	1
PTPLA	PF04387.14	1	1	1	1	1	1	1	1	1
CTU2	PF10288.9	1	1	1	1	1	1	1	1	1
TAFII55_N	PF04658.13	1	1	1	1	1	1	1	1	1
NopRA1	PF16201.5	1	1	1	1	1	1	1	2	0
BRAP2	PF07576.12	1	1	1	1	1	1	1	1	1
SPC22	PF04573.12	2	1	0	1	1	1	1	1	1
MINDY_DUB	PF04424.13	1	1	1	1	1	1	1	1	1
Thoc2	PF11732.8	1	1	1	1	1	1	1	1	1
Med7	PF05983.11	1	1	1	1	1	1	1	1	1
U6-snRNA_bdg	PF10596.9	1	1	1	1	1	1	1	1	1
NADH-u_ox-rdase	PF10785.9	1	1	1	1	1	1	1	1	1
TRM	PF02005.16	1	1	1	1	1	1	1	1	1
P16-Arc	PF04699.14	1	1	1	1	1	1	1	1	1
TFIIA_gamma_C	PF02751.14	1	1	1	1	1	1	1	1	1
U1snRNP70_N	PF12220.8	1	1	1	1	1	1	1	1	1
TBP-binding	PF09247.11	1	1	1	1	1	1	1	1	1
Phe_hydrox_dim	PF07976.12	1	1	1	1	1	1	1	1	1
RTC_insert	PF05189.13	1	1	1	1	1	1	1	1	1
WGG	PF10273.9	1	1	1	1	1	1	1	1	1
AHSA1	PF08327.11	1	1	1	1	1	1	1	1	1
PPP5	PF08321.12	1	1	1	1	1	1	1	1	1
